id,geoJSON
78,"{""type"": ""MultiPolygon"", ""coordinates"": [[[[7.618568258780932, 51.97473421663076], [7.618735726580012, 51.97591663528648], [7.622752085404203, 51.97082290194242], [7.62290865546409, 51.969243049984996], [7.620265619613517, 51.96949315434142], [7.619596961049862, 51.969889244692354], [7.61867330485648, 51.973154100502775], [7.618568258780932, 51.97473421663076]]]]}"
54,"{""type"": ""MultiPolygon"", ""coordinates"": [[[[7.611580995248233, 51.96796980126283], [7.613282577423091, 51.968977982303485], [7.616040946730369, 51.96891922603572], [7.61592591329759, 51.96773906079492], [7.612472830767803, 51.967140697660426], [7.611580995248233, 51.96796980126283]]]]}"
115,"{""type"": ""MultiPolygon"", ""coordinates"": [[[[7.613472810035343, 51.95893781773515], [7.613554096642343, 51.95947360002911], [7.615084805357911, 51.96182295971325], [7.616016091678331, 51.96033826063662], [7.614102982632026, 51.95882454995364], [7.613472810035343, 51.95893781773515]]]]}"
52,"{""type"": ""MultiPolygon"", ""coordinates"": [[[[7.621528872842312, 51.98827664957919], [7.625556749260674, 51.98882775523249], [7.627991131433139, 51.989197200870976], [7.629470790414918, 51.989355143696386], [7.629914070622098, 51.98937552208776], [7.63046289155415, 51.98941468867691], [7.630683177284813, 51.98941243857949], [7.631868529692746, 51.98939034852238], [7.632739968978007, 51.98929808068812], [7.633406758745227, 51.98918393338499], [7.63424523135305, 51.98901884404022], [7.635213987033942, 51.988788106994335], [7.635698217037489, 51.988655359722344], [7.6295797413202, 51.97393626178765], [7.626724175359136, 51.969833726779555], [7.622752085404203, 51.97082290194242], [7.618735726580012, 51.97591663528648], [7.618915081092784, 51.987915460401155], [7.621528872842312, 51.98827664957919]]]]}"
58,"{""type"": ""MultiPolygon"", ""coordinates"": [[[[7.620265619613517, 51.96949315434142], [7.62290865546409, 51.969243049984996], [7.623103470048984, 51.969089760173915], [7.622518492537018, 51.96819047141526], [7.620774882008081, 51.968850546034275], [7.620265619613517, 51.96949315434142]]]]}"
51,"{""type"": ""MultiPolygon"", ""coordinates"": [[[[7.622752085404203, 51.97082290194242], [7.626724175359136, 51.969833726779555], [7.626110335251693, 51.96859912956507], [7.623103470048984, 51.969089760173915], [7.62290865546409, 51.969243049984996], [7.622752085404203, 51.97082290194242]]]]}"
36,"{""type"": ""MultiPolygon"", ""coordinates"": [[[[7.662829200736313, 51.97383682763056], [7.662907266220538, 51.97354384118015], [7.662918381465045, 51.97350211459081], [7.66299182139174, 51.97322648088862], [7.663313257113964, 51.97202006225891], [7.663415990200779, 51.971634444254896], [7.66352479357742, 51.970912002464146], [7.663575297632244, 51.97057665426072], [7.663654661731121, 51.97004800256509], [7.663847291494458, 51.968764814326896], [7.663920366176646, 51.96826503514682], [7.663948138772015, 51.96807506278471], [7.664202254296128, 51.96647787838358], [7.664224798231537, 51.966337713106604], [7.664353602386846, 51.96573616370552], [7.664371391311382, 51.965653092161574], [7.664537096982886, 51.96487920817041], [7.664617917063491, 51.96431898710953], [7.66477830742774, 51.9632071491574], [7.664760119503594, 51.96285827625618], [7.639171567269627, 51.95538000760216], [7.635635508122343, 51.956074661607495], [7.634541757863266, 51.957364423316506], [7.6345820029848, 51.9575914557043], [7.635298788587203, 51.95921642602004], [7.646380925784529, 51.96674231791608], [7.662823928596897, 51.97385661645475], [7.662829200736313, 51.97383682763056]]]]}"
35,"{""type"": ""MultiPolygon"", ""coordinates"": [[[[7.664759899542849, 51.96285405706423], [7.66474597485059, 51.96258697097483], [7.664721702321313, 51.962121308306116], [7.664467131994874, 51.961506776211266], [7.664285782542545, 51.961068961172074], [7.66418818605848, 51.960833343609465], [7.664146603784861, 51.96073295046669], [7.663175930447947, 51.959668828987205], [7.663039067528779, 51.95951876693256], [7.662917520912548, 51.9594348758572], [7.662884499532608, 51.95941208140669], [7.661152448034865, 51.95821638481891], [7.66076443279054, 51.95793309105872], [7.660574947808295, 51.957815581246074], [7.660009629106025, 51.95744045101577], [7.657575296322572, 51.95584681271151], [7.656914181153976, 51.955414546160085], [7.656605434396776, 51.955212670243974], [7.656436193274732, 51.955103112334754], [7.655691519681822, 51.954621036813805], [7.655457776634592, 51.954470167706], [7.655352664153133, 51.95440232185359], [7.655002724373928, 51.95417644891904], [7.65476577058566, 51.954023503265105], [7.654490283016297, 51.953845681293735], [7.653638579374399, 51.95329591259134], [7.652658229900145, 51.95266308204348], [7.652308515485311, 51.952437331117146], [7.651505695039765, 51.95188396221839], [7.650657614731361, 51.9512993769766], [7.650619080347824, 51.951272816379166], [7.649606137937671, 51.95057455970744], [7.648235460242603, 51.94962965567107], [7.647261814676139, 51.94895841852372], [7.646145941291691, 51.94815951453061], [7.645950546730544, 51.948033934906654], [7.645362028274635, 51.94756556888326], [7.645271710743891, 51.947493837022314], [7.638768055305408, 51.95256932345005], [7.638527831972368, 51.953401162918965], [7.639171567269627, 51.95538000760216], [7.664760119503594, 51.96285827625618], [7.664759899542849, 51.96285405706423]]]]}"
129,"{""type"": ""MultiPolygon"", ""coordinates"": [[[[7.641836598754438, 51.94450335959472], [7.641281973365537, 51.9439857211319], [7.640317442371167, 51.94301122360664], [7.639603192736176, 51.942069449374074], [7.639138514624825, 51.94145671765107], [7.638739616697266, 51.94061340059496], [7.638482869432355, 51.940070586843476], [7.638413861415779, 51.9398504934887], [7.63826234554918, 51.9393672144919], [7.637877903421657, 51.93922645245941], [7.637471634401806, 51.93908439950041], [7.6371885825996, 51.9389645321079], [7.636886244986013, 51.93884957218645], [7.636469997964775, 51.938701997540626], [7.635874427258074, 51.93850452044577], [7.635694244611441, 51.93845591792892], [7.635443683810078, 51.93838833057045], [7.6350275036157, 51.93828455051859], [7.634455778508481, 51.93816751624276], [7.632631493996562, 51.93785343399533], [7.632141867225273, 51.93776930202993], [7.63151547146119, 51.9376760212996], [7.630596151716441, 51.937537833746276], [7.629608374912735, 51.937389125658925], [7.629425455229574, 51.9373593350805], [7.629013264259251, 51.9372922047484], [7.628768752225526, 51.937252381093366], [7.628531318074867, 51.93720878253083], [7.628343722593998, 51.93717433751797], [7.628120688996916, 51.937133384705426], [7.627461968613126, 51.937016276422135], [7.634800643054135, 51.950750978979535], [7.637069068836177, 51.95186562148986], [7.638977288302929, 51.95068469722688], [7.641980339361841, 51.944637509942474], [7.641836598754438, 51.94450335959472]]]]}"
130,"{""type"": ""MultiPolygon"", ""coordinates"": [[[[7.645192276844536, 51.94743074914363], [7.645092696429433, 51.947351660409026], [7.644733420462451, 51.94706645339262], [7.644004028466402, 51.94645690926686], [7.643880814381679, 51.94635393850349], [7.64350024001897, 51.9460187631307], [7.642791601175442, 51.945394645009436], [7.641980339361841, 51.944637509942474], [7.638977288302929, 51.95068469722688], [7.638768055305408, 51.95256932345005], [7.645271710743891, 51.947493837022314], [7.645192276844536, 51.94743074914363]]]]}"
37,"{""type"": ""MultiPolygon"", ""coordinates"": [[[[7.627364574110477, 51.936998961483525], [7.627298220736564, 51.93698716624989], [7.626924523632936, 51.936923444958154], [7.626810752747439, 51.936904044559995], [7.626591274598701, 51.94530185808473], [7.62942787701193, 51.952363620559744], [7.635162505307352, 51.95463340661616], [7.634800643054135, 51.950750978979535], [7.627461968613126, 51.937016276422135], [7.627364574110477, 51.936998961483525]]]]}"
133,"{""type"": ""MultiPolygon"", ""coordinates"": [[[[7.635635508122343, 51.956074661607495], [7.639171567269627, 51.95538000760216], [7.638527831972368, 51.953401162918965], [7.637069068836177, 51.95186562148986], [7.634800643054135, 51.950750978979535], [7.635162505307352, 51.95463340661616], [7.635635508122343, 51.956074661607495]]]]}"
131,"{""type"": ""MultiPolygon"", ""coordinates"": [[[[7.638527831972368, 51.953401162918965], [7.638768055305408, 51.95256932345005], [7.638977288302929, 51.95068469722688], [7.637069068836177, 51.95186562148986], [7.638527831972368, 51.953401162918965]]]]}"
